id,query1,query2,label
3350,幼儿肺炎有什么好的偏方吗,小孩肺炎有什么好的治疗方案嘛？,1
3351,肺气肿患者在饮食上有什么需要注意的呢？,肺气肿病人在饮食有什么禁忌?,1
3352,消炎药和感冒药一起吃可以吗,消炎药和感冒药一起吃有什么影响,1
3353,孩子得了肺炎要怎么治疗好？,孩子肺炎怎么治疗好得迅速一点?,1
3354,孩子3岁肺炎咳嗽怎么办啊,3岁宝宝肺炎发烧咳嗽怎么办,0
3355,哺乳期感冒吃什么药能好？,哺乳期感冒对孩子有影响吗？,0
3356,孕妇可以吃阿莫西林胶囊吗？是医院医生开的,医生为孕妇开的消炎药可以吃吗？,0
3357,孕妇8个月可以吃四季感冒片吗,怀孕八个月能不能吃四季感冒片,1
3358,拉肚子可以吃阿莫西林胶囊吗,拉肚可以喝红糖姜水吗,0
3359,"一直打喷嚏流清鼻涕,需要配点什么药吃？",什么药治疗一直流清水鼻涕打喷嚏,1
3360,肺炎咳嗽总是反反复复的怎么办,儿童肺炎咳嗽总是反复怎么回事,1
3361,肺气肿的病需要手术治疗吗,肺气肿做手术能治好吗,0
3362,并泡性肺气肿该吃什么药效果好？,并泡性肺气肿是什么？,0
3363,请问咳嗽严重能否服用氢溴酸右美沙芬片？,氢溴酸右美沙芬片有什么适应症吗？,0
3364,服用肺力咳胶囊还需要服用消炎药吗,肺力咳胶囊和肺力咳合剂的区别？,0
3365,请问胸膜炎积水了肝胀又有点痛，怎么了？,请问胸膜炎积水了肝胀又有点痛是怎么回事？,1
3366,小孩经常咳嗽是什么原因引起的,小孩子经常咳嗽是什么原因？,1
3367,早期得了肺气肿选用什么药治疗好？,治疗肺气肿早期该吃什么药？,1
3368,小孩患支原体肺炎，还低烧，该怎么处理办？,小孩支原体肺炎出院后会持续低热吗？,0
3369,鼻渊通窍颗粒有降温的作用吗,鼻渊通窍颗粒会不会过敏,0
3370,肺气肿病情轻重分类有哪些？,中心型肺癌的X线平片表现,0
3371,请问肺气肿复发怎么办？,肺气肿反反复复怎么办?？,1
3372,咳嗽变异性哮喘能否完全治愈,咳嗽变异性哮喘可以彻底治愈吗,1
3373,阿莫西林胶囊治什么病的？,阿莫西林胶囊主要治疗什么病,0
3374,铜绿假单胞菌肺炎的治疗方法有哪些,请问铜绿假单胞菌肺炎症状是什么？,0
3375,肺部感染加胸膜炎该怎么治疗，严重吗？,肺部感染胸膜炎如何治疗？,0
3376,能用阿莫西林胶囊治疗伤口吗,阿莫西林胶囊用于什么症状呢,0
3377,兆康金莲花胶囊主要治疗什么病呢,兆康金莲花胶囊是苦的还是甜的呢,0
3378,女性有点感冒能过性生活吗,感冒期间能过性生活吗？,1
3379,犯了过敏性哮喘应该怎么缓解?,犯了过敏性哮喘需要去医院吗,0
3380,依托红霉素片能否治疗肺炎链球菌,依托红霉素片一次剂量是多少,0
3381,肺炎刚好，想给孩子吃点益生菌可以吗,益生菌的作用是什么,0
3382,感康可以治疗嗓子痛吗,感康和999感冒灵药效一样吗,0
3383,肺气肿肺大泡需不需要手术？,肺气肿需做手术吗？,1
3384,上呼吸道感染咳嗽厉害吃什么药,上呼吸道感染咳嗽吃什么药,1
3385,怎样才能检查出开放性结核胸膜炎,开放性结核胸膜炎传染吗,0
3386,感冒以后吃了几天药不见效怎么办,感冒以后吃了几天药没有效果怎么回事,1
3387,抽烟肺炎吃盐酸左氧氟沙星有效吗？,抽烟肺炎吃盐酸左氧氟沙星用量是多少,0
3388,宝宝流清鼻涕，能吃什么药？,宝宝流清鼻涕，用吃什么药？,1
3389,化癥回生口服液效果怎么样,化癥回生口服液的疗效可以吧,1
3390,布洛芬混悬液吃多了怎么办,小儿退烧药吃过量了有什么后果吗？,0
3391,6岁的小孩得了肺炎该怎么办,6岁孩子得肺炎多久可以治愈,0
3392,朗致贞芪扶正颗粒不良反应是怎么样的呢,朗致贞芪扶正颗粒不良反应有哪些,1
3393,肺气肿可服用哪些药物？,肺气肿可以吃什么药进行治疗？,1
3394,众生丸饭后使用吗服用是需要注意什么呢,众生丸是饭前服用还是饭后服用呢,1
3395,老人肺气肿冬天咳嗽厉害是什么原因？,为什么老人肺气肿冬天咳嗽更厉害？,1
3396,转移因子胶囊和口服液效果一样吗,转移因子胶囊和口服液哪个疗效更好一些?,1
3397,请问导致肺气肿的原因有哪些？,得了肺气肿并有肺大泡怎么办？,0
3398,变异性哮喘饮食禁忌有哪些,变异性哮喘不能吃什么？,1
3399,引发非典型肺炎的原因?,非典型肺炎是什么？,0
3400,感冒期间可以怀孕吗请问？,感冒期间能不能怀孕请问？,1
3401,胸膜炎复查是要照胸片吗,请问胸膜炎是拍胸片能检查得出来吗？,0
3402,小孩上呼吸道感染吃什么药,小孩上呼道感染怎样治疗,1
3403,感冒引起心跳加速吗?,感冒了心跳加速有事吗？,0
3404,肺气肿的护理要怎么做？,肺气肿的保养要怎么做呢？,0
3405,我儿子气管炎吃罗红霉素可以吗,我儿子昨天就患有气管炎吃罗红霉素这个药治疗管用吗,1
3406,肺炎需要怎样治,肺炎最佳治疗方法是什么,1
3407,打喷嚏流清涕是什么感冒,打喷嚏流清涕是哪一种感冒,1
3408,九龙清热解毒口服液会过敏的吗,服用九龙清热解毒口服液会不会引起过敏症状,1
3409,排卵期感冒了吃药了能要孩子吗?,排卵期感冒了吃药了可以要孩子吗?,1
3410,玉屏风颗粒能预防感冒吗,玉屏风颗粒可以预防感冒吗,1
3411,检查有没胸膜炎要做什么检查,检查有没胸膜炎需要做什么,1
3412,肺炎支原体抗体阳性是什么意思?,肺炎支原体抗体阳性是怎么回事,1
3413,慢阻肺与肺气肿这两种疾病有什么区别？,慢阻肺与肺气肿与别的病有关系吗？,0
3414,万托林硫酸沙丁胺醇气雾剂是什么药,万托林硫酸沙丁胺醇气雾剂在哪买？,0
3415,小孩感冒好后吃什么补身体最好,小孩感冒好后吃什么增强免疫力,1
3416,我爱感冒流鼻涕是怎么了,我总是感冒流鼻涕是什么原因,1
3417,肺气肿病人吃什么食物较好?,吃什么食物对肺气肿好？,1
3418,晚上感觉耳朵疼，嗡嗡作响怎么回事？,耳朵嗡嗡作响还很疼在晚上的时候是怎么回事？,1
3419,鼻塞喉咙痒可以吃点罗红霉素吗,罗红霉素是不是消炎药,0
3420,哮喘长期使用布地奈德气雾剂是否有副作用,哮喘长期使用布地奈德气雾剂会不会有副作用？,1
3421,小孩过敏性哮喘咳嗽吃哪种药见效快？,小孩过敏性哮喘咳嗽吃什么药最管用？,1
3422,过敏性哮喘的最好治疗方法是什么,过敏性肺炎怎么护理？,0
3423,治疗胸膜炎的方法有哪些,对于胸膜炎有什么治疗方法？,1
3424,晚上感觉耳朵疼，嗡嗡作响怎么回事？,晚上感觉耳朵嗡嗡作响还疼是怎么回事？,1
3425,哺乳期腹股沟淋巴结肿大怎么办,哺乳期腹股沟淋巴结肿大对孩子有影响吗,0
3426,6岁孩子肺炎好后咳嗽多长时间能好？,小孩肺炎出院后咳嗽多久痊愈?,1
3427,请问布地奈德混悬液有什么作用啊,布地奈德混悬液有什么功效啊？,1
3428,小儿支原体肺炎咳嗽吃什么药好,小儿支原体肺炎咳嗽怎么办？,0
3429,怀孕感冒喉咙痛吃什么药好,怀孕感冒喉咙痛能吃什么药,1
3430,怀孕感冒可以喝板蓝根吗,板蓝根适合什么人群服用？,0
3431,肺气肿与慢阻肺有什么区别?,慢阻肺和肺气肿的区别是什么？,1
3432,肺气肿能吃补肺丸吗,您好，我爸肺气肿好多年，能吃什么药?,1
3433,吃什么可以消除胸膜炎积水,胸膜炎能喝红酒吗,0
3434,如何预防小儿上呼吸道感染？,小儿上呼吸道感染吃药没有效果怎么办？,0
3435,服用达肺草有什么注意事项呢,气管炎的患者需要服用达肺草吗,0
3436,什么是支原体小儿肺炎？,支原体小儿肺炎是什么意思？,1
3437,肺炎的症状有哪些症状？,冠状肺炎的症状有哪些症状,0
3438,小孩子一直打喷嚏是不是感冒了？,小孩一直打喷嚏该怎么办？,0
3439,阿莫西林胶囊孕妇能吃吗,孕妇吃阿莫西林胶囊要配合什么药吃,0
3440,造成小儿支原体肺炎的原因有哪些？,小儿支原体肺炎吃什么药效果好？,0
3441,七价肺炎球菌结合疫苗一定要打吗？,打了一针七价肺炎疫苗，第二针不打可以吗？,0
3442,大动脉手术引起胸膜炎吗,大动脉手术能不能引起胸膜炎,1
3443,变异性哮喘吃什么食物最佳？,变异性哮喘最好吃什么食物？,1
3444,小孩感冒发热吃药好还是打针好？,小孩感冒发热吃药还是打针？,1
3445,九龙清热解毒口服液比较好吗,九龙清热解毒口服液的功效是什么,0
3446,孕期妈妈得了肺炎怎么办?,怀孕的妈妈得了肺炎怎么治疗?,1
3447,宝宝前段时间支原体肺炎，好了快半月了又复发咋办,宝宝前段时间支原体肺炎，好了快半月了又复发该怎么办？,1
3448,请问肺气肿是不是喝橄榄油，对病人有好处？,肺气肿能吃橄榄油吗？,0
3449,过敏性哮喘的治疗方法有多少,过敏性哮喘都有是啥治疗方法,1
3450,孕妇感冒最快治疗方法有什么,孕妇感冒怎么好的快,1
3451,哺乳期腹股沟淋巴结肿大需要怎么治,哺乳期腹股沟淋巴结肿大怎么治,1
3452,细菌胸膜炎能吃什么消炎药,细菌胸膜炎应该吃什么消炎药效果好,1
3453,胸膜炎的症状吃什么药,胸膜炎的症状该吃哪种药,1
3454,肺炎反复发烧是怎么回事,肺炎反复发烧怎么办？,0
3455,肺气肿有急性和慢性之分吗？,什么会造成急性肺气肿？,0
3456,肺炎支原体阳性打点滴需要几天才能转阴,肺炎支原体阳性是什么意思,0
3457,感冒药和退烧药能一起吃吗？,感冒药里含有的退烧成分是什么,0
3458,哺乳期腹股沟淋巴结肿大怎么治,哺乳期腹股沟淋巴结肿大该怎样处理,0
3459,刚断了胸膜炎的药还会得肾结核吗,刚断了胸膜炎的药有可能得肾结核吗,1
3460,为什么哮喘突然就好了？,哮喘突然间好了是什么原因？,1
3461,总是有流鼻涕打喷嚏如何处理？,老是流鼻涕打喷嚏怎么办？,1
3462,红树清火栀麦片是中药吗,红树清火栀麦片小孩可以吃吗,0
3463,感冒流鼻涕头疼发热全身出虚汗怎么办,头疼发热全身出虚汗是感冒的症状吗,0
3464,问下治支原体肺炎红霉素好不好,支原体肺炎为什吃红霉素不管用？,0
3465,肺炎后背疼痛是什么原因？,肺炎后背疼痛是为什么？,1
3466,过敏性哮喘的最好治疗方法是什么,治疗肺炎要吃什么药？,0
3467,肺气肿咳嗽可以吃三七当归汤吗?,肺气肿咳嗽吃什么药效果好？,0
3468,咳嗽变异性哮喘的危害大不大？,咳嗽变异性哮喘有哪些症状？,0
3469,患有肺气肿平时需要注意哪些事项,患有肺气肿有什么事项需要注意？,1
3470,什么原因会引起肺气肿？,肺气肿的病因是什么？,1
3471,感冒了吃药时茶叶水能服用吗？,感冒了吃药时能喝茶叶水吗？,1
3472,长期久坐会得胸膜炎吗？,长期久坐可能得胸膜炎吗？,1
3473,全身无力酸痛没劲是怎么回事？感冒了吗？,全身无力酸痛没劲需要吃药吗,0
3474,请问阿奇霉素可以和头孢类药物一起服用吗,外阴脓肿，可以吃头孢消炎吗？,0
3475,胸膜炎康复后能喝啤酒吗,胸膜炎康复后喝啤酒可以吗,1
3476,孕妇感冒了，该怎么办啊？,孕妇感冒了鼻塞有什么小妙招吗,0
3477,七个月大的宝宝流鼻涕怎么办才好,七个月大的宝宝流鼻涕有什么办法,1
3478,喝菊花枸杞茶引起感冒是怎么回事？,喝菊花枸杞茶引起感冒是什么情况？,1
3479,支原体肺炎，好了以后脸和耳朵红是怎么回事？,支原体肺炎，好了以后脸和耳朵红是什么情况？,1
3480,孕妇可以吃阿莫西林胶囊吗？是医院医生开的,孕妇可以吃克拉霉素缓释片吗？是医院医生开的,0
3481,请问怀孕感冒能不能吃药？,怀孕感冒了必须增加营养吗？,0
3482,明兴清开灵颗粒的价格怎么样,明兴清开灵颗粒的价格一般人可以接受吗,1
3483,小儿上呼吸道感染可以预防吗？,小儿上呼吸道感染吃药没有效果怎么办？,0
3484,过敏性哮喘要注意些什么吗?,过敏性哮喘患者的注意事项是什么？,1
3485,胸闷疼后背难受是胸膜炎吗,胸闷疼后背难受是不是胸膜炎,1
3486,钩虫性肺炎的治疗方法有哪些,钩虫性肺炎该怎么治？,1
3487,怎样才能知道自己得了哮喘病?,哮喘病是怎么得上的,0
3488,宝宝为什么老是流鼻涕?,宝宝老是流鼻涕是咋回事?,1
3489,孕妇感冒可以喝红糖煮姜水吗,孕妇感冒可不可喝红糖煮姜水吗,1
3490,晚上感觉耳朵疼，嗡嗡作响怎么回事？,晚上感觉耳朵疼，嗡嗡作响正常吗？,0
3491,过敏性哮喘的症状是那些?,怎么确诊过敏性哮喘,0
3492,小儿咽扁颗粒能和金莲花颗粒一起喝吗,小儿咽扁颗粒能治急性扁桃体炎吗,0
3493,布洛芬混悬液吃多了怎么办,布洛芬混悬液吃多了如何让处理？,1
3494,感冒喉咙痛吃什么水果好,感冒喉咙痛不能吃什么水果,0
3495,23价肺炎疫苗有必要打吗,23价肺炎疫苗需要多少钱,0
3496,孕妇用新康泰克通气鼻贴好不好,孕妇能用新康泰克通气鼻贴吗?,1
3497,小孩6岁干咳他服用复方桔梗止咳片可以吗,复方桔梗止咳片主要成分里面有甘草吗,0
3498,排卵期感冒了，对怀孕有影响吗,排卵期感冒是不是抵抗力下降,0
3499,抵抗力差容易感冒吃什么好,抵抗力差容易感冒能吃什么,1
3500,结核胸膜炎能同时喝补血的吗,结核胸膜炎能同时喝补血的可以吗,1
3501,你好，请问月经期可以吃氨咖黄敏胶囊吗,月经期间可以服用氨咖黄敏胶囊吗？,1
3502,孕妇吃阿莫西林胶囊好不好,孕妇可以吃阿莫西林胶囊吗,1
3503,婴儿肺炎的症状有哪些？,一个月宝宝肺炎症状有哪些,0
3504,弗郎西丝菌肺炎如何食疗,弗郎西丝菌肺炎食疗方法是什么？,1
3505,感冒流黄鼻涕是怎么回事？,感冒流黄鼻涕可以喝板蓝根吗,0
3506,怎么样预防肺气肿的发生？,怎样预防小儿肺气肿的？,0
3507,胸膜炎可以喝铁打药酒吗？,胸膜炎能不能喝铁打药酒？,1
3508,肺炎引起胸膜炎吃哪种药最好？,肺炎引起胸膜炎严重吗？,0
3509,治好肺炎一般要治疗多长时间,肺炎多少天可以痊愈,1
3510,我现在得了胸膜炎该怎么办,得了胸膜炎会引发其他疾病吗？,0
3511,请问13岁的小孩服用阿莫西林一次时候吃多少粒？,阿莫西林有没有副作用？,0
3512,同仁堂二母宁嗽丸属于激素药吗,同仁堂二母宁嗽丸是不是激素药,1
3513,胸膜炎是什么症状?吃什么药好?,胸膜炎症状吃什么药,0
3514,扁桃体老是反复每次掉几瓶药水怎么好,扁桃体发炎的原因是什么？,0
3515,哮喘病患者还能跑步锻炼吗？,哮喘病有得治吗？,0
3516,胸膜炎会演变成胸腺瘤吗？,胸腺瘤要开刀吗？,0
3517,请问孕妇感冒能吃什么药？,请问孕妇感冒有什么药可以用？,1
3518,克拉霉素缓释片是处方药吗,七岁的儿童可以服用克拉霉素缓释片吗,0
3519,恩久平盐酸氨溴索分散片主治什么病,恩久平盐酸氨溴索分散片的副作用是什么？,0
3520,新型冠状病毒性肺炎症状,病毒性肺炎症状,1
3521,支原体肺炎怎样治疗和食疗,怎样治疗和如何食疗支原体肺炎？,1
3522,过敏性哮喘与变异性哮喘的区别,过敏性哮喘和变异性哮喘有啥区别,1
3523,克拉霉素缓释片是在中午吃的吗？,吃克拉霉素缓释片会过敏吗,0
3524,过期的阿莫西林胶囊有危害吗？,外用阿莫西林有效果吗,0
3525,宝宝为什么老是流鼻涕?,宝宝咳嗽怎么办,0
3526,罗红霉素颗粒主要治什么啊适合三岁小孩吗,罗红霉素颗粒和罗红霉素胶囊哪个适合小孩子,0
3527,万托林硫酸沙丁胺醇气雾剂是怎样的药？,万托林硫酸沙丁胺醇气雾剂是种什么药？,1
3528,感冒嗓子疼的厉害有什么办法？,感冒嗓子疼的厉害吃什么消炎药？,0
3529,感冒上呼吸道感染的区别,普通感冒与呼吸道感染有区别吗？,0
3530,一年多反复上呼吸道感染且有咽炎是怎么回事,反复上呼吸道感染怎么治,0
3531,癌症晚期吃鸦胆子油软胶囊还有用吗,鸦胆子油软胶囊对癌症晚期有效吗,1
